Date,Open,High,Low,Close
2021-03-02,14561.94,14674.26,14535.41,14542.91
2021-03-03,14543.22,14756.01,14444.59,14585.88
2021-03-04,14663.45,14706.96,14513.71,14609.83
2021-03-05,14644.35,14694.64,14600.31,14650.75
2021-03-08,14785.97,14825.71,14705.63,14800.93
2021-03-09,14876.64,15030.26,14827.59,14843.21
2021-03-10,14885.55,15003.32,14756.71,14962.67
2021-03-11,15000.04,15090.61,14939.04,14978.89
2021-03-12,15148.32,15328.44,14997.97,15032.85
2021-03-15,15173.92,15176.13,15088.42,15145.65
2021-03-16,14879.78,15001.71,14718.66,14902.19
2021-03-17,14822.89,14944.3,14681.22,14852.99
2021-03-18,14754.43,14921.87,14586.78,14778.67
2021-03-19,14661.76,14739.23,14547.05,14676.66
2021-03-22,14613.48,14707.65,14497.23,14635.59
2021-03-23,14945.19,14975.31,14804.74,14890.52
2021-03-24,14647.82,14880.84,14488.71,14749.72
2021-03-25,14968.81,15109.77,14825.84,14917.29
2021-03-26,14617.77,14663.99,14555.49,14639.99
2021-03-29,14611.14,14680.13,14477.02,14589.13
2021-03-30,14554.96,14777.38,14459.57,14620.72
2021-03-31,14801.36,14801.84,14700.99,14722.9
2021-04-01,14920.99,14974.48,14776.86,14846.83
2021-04-02,15043.38,15143.57,14929.4,14985.75
2021-04-05,14841.15,14991.21,14690.33,14931.35
2021-04-06,14907.35,14956.01,14790.44,14857.99
2021-04-07,15032.33,15115.31,14860.04,15008.0
2021-04-08,14884.36,15012.87,14805.34,14980.24
2021-04-09,14768.36,14863.67,14634.83,14769.8
2021-04-12,14607.13,14731.0,14562.17,14585.85
2021-04-13,14471.31,14571.21,14278.94,14439.15
2021-04-14,14535.69,14551.93,14441.63,14525.39
2021-04-15,14570.45,14718.09,14508.11,14553.49
2021-04-16,14759.28,14790.27,14630.02,14672.54
2021-04-19,14678.07,14812.78,14559.8,14606.26
2021-04-20,14470.28,14700.52,14406.61,14637.19
2021-04-21,14727.36,14884.58,14600.55,14746.07
2021-04-22,14689.42,14735.48,14522.03,14699.1
2021-04-23,14676.9,14813.23,14559.06,14780.12
2021-04-26,14679.79,14767.34,14577.91,14674.26
2021-04-27,14691.82,14697.63,14539.92,14618.62
2021-04-28,14496.95,14599.46,14352.88,14560.1
2021-04-29,14387.91,14512.91,14222.06,14368.56
2021-04-30,14399.86,14597.94,14349.22,14452.71
2021-05-03,14341.95,14394.49,14177.87,14380.55
2021-05-04,14472.43,14625.62,14318.94,14387.16
2021-05-05,14439.02,14608.88,14300.39,14470.39
2021-05-06,14575.38,14727.49,14379.67,14548.46
2021-05-07,14553.95,14786.19,14431.06,14663.29
2021-05-10,14761.13,14880.55,14623.18,14651.58
2021-05-11,14621.26,14713.39,14483.46,14586.05
2021-05-12,14566.86,14691.69,14546.1,14577.5
2021-05-13,14338.76,14496.91,14170.32,14305.79
2021-05-14,13998.27,14094.41,13951.01,14077.43
2021-05-17,13938.05,13990.86,13756.55,13872.28
2021-05-18,13702.88,13732.58,13553.23,13720.65
2021-05-19,13776.12,13943.68,13746.19,13787.37
2021-05-20,13624.05,13723.81,13559.82,13650.87
2021-05-21,13565.23,13706.96,13459.89,13596.77
2021-05-24,13841.35,13981.06,13733.43,13802.94
2021-05-25,13765.74,13929.45,13722.81,13751.66
2021-05-26,13907.76,13934.76,13866.71,13871.55
2021-05-27,13729.35,13861.56,13662.36,13729.83
2021-05-28,13730.39,13876.61,13595.49,13702.24
2021-05-31,13537.03,13567.68,13443.79,13559.73
2021-06-01,13633.04,13756.41,13486.66,13511.99
2021-06-02,13560.37,13703.77,13487.03,13645.68
2021-06-03,13452.95,13557.65,13325.92,13385.27
2021-06-04,13529.46,13612.92,13411.36,13455.63
2021-06-07,13450.31,13538.3,13332.61,13496.24
2021-06-08,13529.99,13551.94,13360.05,13409.88
2021-06-09,13248.63,13267.22,13110.45,13195.98
2021-06-10,13262.39,13278.83,13064.61,13210.97
2021-06-11,13137.53,13238.08,13051.05,13136.06
2021-06-14,13163.5,13230.5,13066.03,13174.94
2021-06-15,13171.36,13216.66,13159.78,13182.39
2021-06-16,13449.26,13560.92,13399.56,13428.27
2021-06-17,13471.42,13582.45,13379.9,13396.12
2021-06-18,13255.37,13341.13,13124.19,13245.76
2021-06-21,13228.61,13425.89,13095.91,13276.93
2021-06-22,13358.29,13420.08,13284.52,13314.31
2021-06-23,13575.32,13711.49,13489.8,13525.39
2021-06-24,13694.23,13706.57,13605.44,13658.41
2021-06-25,13759.12,13881.27,13620.85,13718.15
2021-06-28,13936.98,14117.58,13832.99,13952.09
2021-06-29,13718.59,13909.55,13605.53,13769.66
2021-06-30,13627.07,13769.59,13479.05,13674.47
2021-07-01,13447.59,13637.66,13399.98,13535.85
2021-07-02,13493.22,13550.42,13373.87,13480.44
2021-07-05,13271.42,13384.1,13182.28,13275.85
2021-07-06,13352.53,13499.71,13303.53,13376.05
2021-07-07,13189.77,13506.5,13046.14,13346.63
2021-07-08,13064.71,13207.65,13049.74,13130.06
2021-07-09,13042.19,13051.78,12872.91,12983.84
2021-07-12,12999.61,13127.42,12886.07,13034.22
2021-07-13,13181.86,13200.69,13018.28,13162.86
2021-07-14,13393.84,13508.11,13310.49,13468.55
2021-07-15,14005.77,14061.03,13871.66,13925.41
2021-07-16,13987.38,14118.21,13848.44,13995.44
2021-07-19,13859.75,13890.32,13715.63,13843.68
2021-07-20,13643.65,13670.78,13436.15,13517.31
2021-07-21,13645.22,13652.59,13437.74,13562.71
2021-07-22,13426.05,13583.39,13382.9,13442.53
2021-07-23,13351.89,13494.99,13257.44,13383.61
2021-07-26,13277.97,13301.64,13140.11,13295.27
2021-07-27,13305.38,13309.9,13227.61,13278.27
2021-07-28,13438.35,13534.14,13360.38,13444.01
2021-07-29,13450.97,13517.92,13297.46,13472.25
2021-07-30,13531.49,13628.38,13323.45,13452.31
2021-08-02,13293.4,13368.84,13151.9,13299.48
2021-08-03,13174.08,13320.05,12993.11,13053.46
2021-08-04,12990.51,13035.38,12830.51,12985.8
2021-08-05,13075.04,13181.6,12958.24,12982.0
2021-08-06,13268.03,13276.63,13166.6,13249.08
2021-08-09,13324.1,13476.93,13196.54,13272.88
2021-08-10,13387.01,13583.88,13258.75,13425.87
2021-08-11,13308.78,13472.75,13163.67,13354.31
2021-08-12,13204.52,13278.24,13064.63,13180.27
2021-08-13,13092.62,13127.19,12942.86,13040.96
2021-08-16,12940.35,13066.52,12871.9,12938.26
2021-08-17,13190.48,13375.68,13109.7,13258.53
2021-08-18,13068.49,13174.78,12988.62,13139.79
2021-08-19,13193.99,13341.37,13190.76,13269.52
2021-08-20,13045.96,13211.5,12967.21,13138.53
2021-08-23,13288.08,13419.86,13145.83,13282.26
2021-08-24,13404.79,13514.79,13231.02,13344.6
2021-08-25,13324.44,13428.0,13197.21,13325.15
2021-08-26,13203.3,13427.12,13141.43,13323.22
2021-08-27,13218.78,13271.8,13134.87,13228.87
2021-08-30,13291.51,13359.5,13286.17,13300.17
2021-08-31,13347.37,13354.68,13175.1,13235.93
2021-09-01,12981.52,13180.71,12907.62,13057.41
2021-09-02,12853.55,12940.54,12814.19,12873.65
2021-09-03,12991.31,13059.63,12898.13,12902.97
2021-09-06,13163.92,13202.68,13031.38,13140.25
2021-09-07,13197.99,13231.16,13099.53,13168.29
2021-09-08,13160.79,13253.62,13089.14,13154.76
2021-09-09,13219.09,13255.98,13162.05,13201.65
2021-09-10,13444.61,13454.97,13316.36,13402.86
2021-09-13,13397.06,13564.3,13326.64,13440.51
2021-09-14,13429.36,13490.03,13306.16,13382.28
2021-09-15,13481.26,13617.36,13387.29,13555.51
2021-09-16,13643.8,13714.42,13624.86,13625.89
2021-09-17,13879.57,14015.32,13718.58,13869.65
2021-09-20,13868.68,13956.44,13856.85,13902.91
2021-09-21,13714.32,13840.33,13640.12,13715.57
2021-09-22,13475.13,13661.03,13441.59,13508.72
2021-09-23,13709.46,13877.54,13623.29,13768.36
2021-09-24,14024.7,14117.31,13977.54,14044.56
2021-09-27,13958.67,14146.26,13814.62,14020.45
2021-09-28,13982.14,14058.96,13897.68,13964.09
2021-09-29,14136.75,14272.56,14028.39,14201.93
2021-09-30,14069.24,14157.92,13987.33,14029.23
2021-10-01,13826.53,13944.99,13823.31,13892.02
2021-10-04,13966.5,14015.69,13898.77,13998.18
2021-10-05,13905.32,14009.5,13815.8,13940.11
2021-10-06,14017.83,14038.66,13866.83,13943.72
2021-10-07,13940.73,14009.39,13761.6,13922.32
2021-10-08,13968.32,14073.59,13849.84,13980.16
2021-10-11,14237.94,14396.96,14039.79,14209.57
2021-10-12,14109.26,14234.87,14059.31,14228.69
2021-10-13,14335.04,14444.43,14199.3,14337.51
2021-10-14,14124.91,14202.5,13919.09,14012.5
2021-10-15,14016.63,14020.04,13906.37,14009.21
2021-10-18,13884.08,13925.66,13716.1,13880.31
2021-10-19,13724.21,13743.72,13586.68,13694.15
2021-10-20,13611.45,13646.86,13416.49,13562.77
2021-10-21,13408.22,13560.31,13291.44,13515.78
2021-10-22,13569.59,13727.0,13548.84,13661.21
2021-10-25,13472.88,13558.42,13348.57,13461.56
2021-10-26,13432.04,13470.67,13353.98,13470.51
2021-10-27,13471.53,13497.69,13253.26,13401.01
2021-10-28,13338.73,13370.55,13209.58,13355.55
2021-10-29,13408.41,13601.69,13391.65,13512.56
2021-11-01,13530.78,13653.29,13509.03,13599.58
2021-11-02,13660.69,13902.66,13649.28,13811.77
2021-11-03,13779.06,13828.68,13697.5,13791.97
2021-11-04,13677.6,13691.89,13664.34,13687.91
2021-11-05,13634.38,13811.83,13515.97,13657.54
2021-11-08,13758.75,13776.63,13608.69,13699.5
2021-11-09,13797.3,13818.3,13593.58,13731.31
2021-11-10,13558.57,13591.67,13513.05,13567.81
2021-11-11,13470.54,13746.04,13386.62,13586.06
2021-11-12,13659.27,13760.51,13606.38,13625.58
2021-11-15,14055.78,14158.72,13875.71,14024.59
2021-11-16,14348.55,14518.44,14300.7,14330.8
2021-11-17,14253.17,14268.3,14179.89,14197.33
2021-11-18,14089.83,14321.17,14055.16,14155.63
2021-11-19,14039.45,14073.82,13792.35,13927.09
2021-11-22,13785.51,13941.98,13768.0,13838.51
2021-11-23,13934.23,14004.47,13790.1,13892.54
2021-11-24,13993.5,14153.18,13868.2,14088.27
2021-11-25,13924.8,14132.9,13799.3,13976.71
2021-11-26,13962.26,13987.27,13846.18,13877.83
2021-11-29,13534.18,13710.42,13524.18,13548.32
2021-11-30,13573.17,13634.92,13454.79,13527.64
2021-12-01,13382.58,13486.77,13337.42,13369.9
2021-12-02,13288.52,13448.51,13177.01,13294.1
2021-12-03,13238.78,13247.93,13110.4,13166.75
2021-12-06,13144.42,13302.57,13073.54,13156.87
2021-12-07,12809.76,12989.24,12792.32,12901.33
2021-12-08,12651.81,12799.81,12565.64,12692.52
2021-12-09,13035.53,13058.87,12977.86,13006.82
2021-12-10,12842.7,12924.9,12717.92,12822.4
2021-12-13,12588.78,12770.33,12578.03,12667.94
2021-12-14,12901.24,13009.51,12750.15,12938.67
2021-12-15,13345.13,13401.1,13235.51,13376.22
2021-12-16,13184.6,13242.57,13155.85,13203.89
2021-12-17,13080.86,13287.9,13078.64,13153.05
2021-12-20,13175.12,13213.74,13122.24,13208.28
2021-12-21,13434.8,13588.63,13410.16,13474.01
2021-12-22,13369.51,13529.84,13293.38,13328.31
2021-12-23,13338.61,13339.81,13156.27,13295.51
2021-12-24,13409.66,13443.41,13312.59,13417.48
2021-12-27,13466.93,13597.18,13438.42,13488.07
2021-12-28,13442.45,13452.13,13345.18,13434.93
2021-12-29,13375.06,13513.79,13334.0,13418.82
2021-12-30,13154.95,13323.91,13000.85,13215.44
2021-12-31,13134.49,13277.03,13129.32,13183.98
2022-01-03,13115.04,13206.01,12999.79,13148.39
2022-01-04,13126.0,13297.58,13004.25,13187.23
2022-01-05,13117.12,13210.66,13098.05,13108.62
2022-01-06,13221.61,13254.56,13155.89,13183.08
2022-01-07,13255.15,13429.71,13194.02,13339.57
2022-01-10,13368.69,13510.16,13228.08,13367.34
2022-01-11,13413.22,13532.45,13326.79,13425.03
2022-01-12,13455.75,13531.93,13331.72,13437.38
2022-01-13,13440.97,13493.54,13314.67,13441.66
2022-01-14,13259.05,13350.11,13127.29,13336.37
2022-01-17,13321.13,13427.87,13244.99,13388.57
2022-01-18,13379.63,13381.42,13296.37,13378.05
2022-01-19,13760.23,13923.14,13585.65,13703.72
2022-01-20,13831.77,13992.07,13788.06,13954.82
2022-01-21,14039.86,14177.15,13876.69,14020.45
2022-01-24,13970.4,13998.68,13900.61,13904.08
2022-01-25,13725.76,13780.9,13693.51,13734.16
2022-01-26,13956.02,14026.07,13791.62,13925.34
2022-01-27,13932.09,14025.71,13875.2,13971.32
2022-01-28,14045.35,14186.68,14020.09,14052.06
2022-01-31,13692.12,13939.57,13661.44,13781.19
2022-02-01,13801.27,14077.63,13713.37,13931.3
2022-02-02,14060.64,14086.55,13865.48,14007.71
2022-02-03,13782.43,13965.8,13770.74,13836.84
2022-02-04,13742.36,13791.87,13737.34,13767.43
2022-02-07,13736.65,13964.44,13659.97,13813.04
2022-02-08,13747.89,13911.57,13590.15,13825.65
2022-02-09,13774.72,13839.94,13728.6,13784.3
2022-02-10,13732.37,13798.45,13574.31,13772.5
2022-02-11,13758.35,13760.3,13591.23,13737.57
2022-02-14,13790.66,13831.7,13718.95,13765.72
2022-02-15,14019.76,14173.53,13864.51,14001.78
2022-02-16,13617.46,13747.74,13492.5,13604.47
2022-02-17,13658.22,13817.17,13488.93,13572.29
2022-02-18,13545.83,13620.25,13477.09,13603.8
2022-02-21,13650.87,13750.9,13517.28,13653.87
2022-02-22,13662.49,13704.65,13471.29,13600.73
2022-02-23,13404.36,13491.69,13215.58,13336.73
2022-02-24,13314.73,13442.16,13155.23,13390.67
2022-02-25,13642.81,13706.33,13564.47,13659.86
2022-02-28,13501.75,13594.73,13298.57,13428.6
2022-03-01,13592.68,13622.58,13424.69,13565.09
2022-03-02,13529.5,13605.67,13484.61,13518.94
2022-03-03,13502.07,13619.37,13495.25,13513.83
2022-03-04,13337.2,13378.24,13272.42,13357.69
2022-03-07,13326.71,13475.53,13174.51,13311.36
2022-03-08,13499.69,13595.33,13452.86,13513.32
2022-03-09,13604.9,13741.04,13490.62,13607.22
2022-03-10,13885.91,13994.87,13880.32,13881.55
2022-03-11,14034.47,14192.48,13974.62,14072.58
2022-03-14,14177.46,14299.29,14042.82,14147.31
2022-03-15,14603.68,14757.03,14411.96,14434.43
2022-03-16,14408.29,14617.92,14253.27,14511.07
2022-03-17,14671.6,14720.58,14625.12,14652.6
2022-03-18,14563.69,14625.49,14404.69,14608.04
2022-03-21,14657.53,14764.16,14585.74,14623.71
2022-03-22,14515.83,14527.39,14339.97,14513.13
2022-03-23,14726.36,14769.01,14575.01,14681.56
2022-03-24,14559.6,14570.21,14476.64,14491.3
2022-03-25,14636.33,14732.74,14613.61,14625.07
2022-03-28,14664.38,14692.59,14585.0,14598.12
2022-03-29,14659.87,14906.38,14556.1,14797.99
2022-03-30,15024.53,15167.12,14784.22,14929.25
2022-03-31,15268.39,15418.97,15171.78,15245.5
2022-04-01,15443.67,15501.04,15295.15,15377.23
2022-04-04,15036.8,15209.89,14930.47,15110.35
2022-04-05,15053.57,15205.72,14957.28,15103.68
2022-04-06,14917.73,15002.38,14785.92,14909.02
2022-04-07,14825.36,14942.92,14741.43,14826.37
2022-04-08,15104.5,15142.58,14958.16,15087.41
2022-04-11,15267.78,15447.19,15019.76,15201.69
2022-04-12,14980.33,15104.24,14917.36,15086.48
2022-04-13,14977.03,15126.06,14916.61,14918.8
2022-04-14,14929.58,15036.01,14906.58,14929.08
2022-04-15,14717.23,14772.51,14619.48,14729.23
2022-04-18,14536.42,14753.05,14476.37,14622.21
2022-04-19,14708.26,14723.17,14513.12,14678.69
2022-04-20,14734.0,15015.22,14623.07,14876.97
2022-04-21,15023.69,15130.05,14891.21,14984.77
2022-04-22,14518.2,14624.52,14379.17,14605.11
2022-04-25,14663.39,14677.38,14614.76,14660.25
2022-04-26,14669.9,14809.13,14525.59,14676.89
2022-04-27,14819.78,14871.88,14750.07,14750.62
2022-04-28,15017.46,15188.57,14905.79,15028.2
2022-04-29,14644.64,14819.65,14480.37,14685.36
2022-05-02,14562.35,14714.14,14424.67,14591.89
2022-05-03,14769.66,14819.04,14544.13,14694.65
2022-05-04,14469.06,14592.15,14369.28,14438.06
2022-05-05,14663.74,14853.48,14518.71,14686.38
2022-05-06,14738.59,14768.74,14641.17,14752.53
2022-05-09,14806.45,14957.88,14696.55,14899.56
2022-05-10,14831.14,14872.91,14797.64,14808.11
2022-05-11,14845.26,15020.68,14809.35,14950.13
2022-05-12,15182.75,15318.0,15037.08,15137.16
2022-05-13,15189.82,15276.26,15171.29,15182.0
2022-05-16,15373.32,15478.61,15091.76,15227.24
2022-05-17,15211.75,15336.44,15058.41,15278.84
2022-05-18,15128.59,15160.46,14961.5,15134.8
2022-05-19,15223.42,15272.18,15095.85,15114.3
2022-05-20,15165.08,15321.52,14922.78,15092.98
2022-05-23,15121.38,15273.16,15109.11,15163.55
2022-05-24,15355.05,15424.7,15254.03,15341.3
2022-05-25,15163.2,15306.93,15010.19,15163.08
2022-05-26,15163.5,15175.23,15133.63,15146.41
2022-05-27,15364.88,15454.82,15361.52,15407.88
2022-05-30,15277.91,15325.57,15273.33,15283.37
2022-05-31,15049.83,15325.44,14957.5,15146.34
2022-06-01,15194.16,15322.9,15038.05,15185.95
2022-06-02,15364.54,15478.45,15313.46,15336.91
2022-06-03,15329.82,15344.69,15306.89,15343.77
2022-06-06,15481.34,15616.14,15375.72,15581.68
2022-06-07,15801.15,15921.66,15694.54,15738.79
2022-06-08,15917.98,15990.51,15755.51,15894.79
2022-06-09,15953.65,16177.51,15771.85,16000.05
2022-06-10,16414.74,16583.98,16263.85,16433.18
2022-06-13,16302.05,16488.25,16130.45,16400.2
2022-06-14,15971.27,16181.15,15871.69,16036.91
2022-06-15,16301.38,16527.7,16138.57,16336.49
2022-06-16,16337.16,16427.54,16221.4,16257.08
2022-06-17,16240.55,16407.69,16227.23,16282.15
2022-06-20,16573.36,16756.07,16400.85,16530.97
2022-06-21,16203.58,16286.96,16193.48,16238.51
2022-06-22,16030.65,16201.19,15843.24,16014.76
2022-06-23,15722.7,15750.01,15592.22,15731.6
2022-06-24,15650.08,15771.86,15417.32,15595.52
2022-06-27,15644.94,15825.72,15586.01,15678.44
2022-06-28,15677.99,15893.27,15586.52,15776.91
2022-06-29,15744.17,15925.58,15604.04,15831.44
2022-06-30,15551.68,15700.25,15506.37,15584.8
2022-07-01,15111.0,15214.33,15012.75,15186.69
2022-07-04,15225.84,15265.23,15080.58,15200.88
2022-07-05,15096.43,15173.56,14919.11,15124.58
2022-07-06,15353.54,15463.67,15072.49,15208.39
2022-07-07,15228.57,15416.11,15206.99,15334.79
2022-07-08,15376.25,15421.36,15276.09,15363.73
2022-07-11,15431.86,15665.86,15322.83,15501.64
2022-07-12,15516.26,15616.68,15488.96,15546.92
2022-07-13,15654.46,15738.25,15564.51,15645.61
2022-07-14,15382.28,15602.35,15329.85,15526.02
2022-07-15,15514.04,15547.92,15477.25,15499.35
2022-07-18,15657.63,15795.1,15443.43,15538.91
2022-07-19,15660.7,15773.57,15629.58,15689.13
2022-07-20,15640.45,15643.5,15513.48,15624.2
2022-07-21,15786.39,15969.0,15689.78,15721.8
2022-07-22,15669.18,15832.94,15533.12,15679.46
2022-07-25,15627.19,15799.55,15590.57,15663.54
2022-07-26,15673.26,15981.54,15504.69,15816.59
2022-07-27,15507.78,15676.53,15463.2,15468.06
2022-07-28,15240.28,15308.93,15144.81,15247.18
2022-07-29,14937.2,15107.79,14879.82,14997.83
2022-08-01,14618.22,14725.01,14571.36,14610.82
2022-08-02,14469.66,14550.01,14387.77,14503.48
2022-08-03,14601.01,14670.87,14453.47,14631.9
2022-08-04,14624.77,14644.76,14429.1,14589.34
2022-08-05,14548.65,14742.47,14495.7,14626.74
2022-08-08,14875.4,15014.8,14785.79,14813.21
2022-08-09,14958.82,15180.04,14829.55,15042.68
2022-08-10,14995.86,15092.73,14891.13,15035.66
2022-08-11,15390.99,15428.9,15236.22,15273.06
2022-08-12,15363.0,15446.63,15154.35,15293.88
2022-08-15,15160.08,15259.55,15059.79,15154.16
2022-08-16,15000.6,15223.21,14882.99,15057.15
2022-08-17,14779.86,14966.67,14716.13,14811.18
2022-08-18,14671.73,14833.01,14590.14,14667.43
2022-08-19,14614.84,14763.96,14581.02,14612.65
2022-08-22,14745.72,14921.83,14611.86,14751.08
2022-08-23,15044.65,15130.55,15016.3,15046.5
2022-08-24,14804.53,14825.67,14666.26,14817.23
2022-08-25,14802.48,14903.03,14660.73,14888.1
2022-08-26,14687.77,14787.08,14556.18,14718.15
2022-08-29,14856.53,14902.47,14798.83,14802.28
2022-08-30,14704.29,14815.14,14656.09,14784.99
2022-08-31,14474.83,14651.5,14393.48,14485.81
2022-09-01,14595.8,14678.08,14491.49,14643.74
2022-09-02,14554.72,14722.28,14387.76,14548.24
2022-09-05,14442.56,14597.09,14377.46,14465.02
2022-09-06,14379.89,14490.49,14145.06,14295.16
2022-09-07,14222.8,14338.18,14166.17,14194.01
2022-09-08,14192.9,14324.32,14129.67,14267.57
2022-09-09,14279.8,14390.57,14232.57,14241.51
2022-09-12,14254.98,14331.25,14127.97,14299.22
2022-09-13,14329.47,14524.19,14303.56,14362.58
2022-09-14,14602.22,14655.1,14538.92,14583.9
2022-09-15,14503.39,14576.44,14368.46,14531.94
2022-09-16,14346.3,14468.73,14203.43,14295.15
2022-09-19,14429.02,14587.8,14426.6,14473.79
2022-09-20,14388.4,14502.18,14388.01,14424.06
2022-09-21,14573.84,14723.05,14484.53,14612.15
2022-09-22,14647.3,14708.57,14593.69,14680.47
2022-09-23,14727.93,14846.93,14631.59,14663.31
2022-09-26,14763.18,14811.12,14617.66,14726.09
2022-09-27,15163.64,15213.29,15019.0,15060.28
2022-09-28,15564.61,15594.9,15314.45,15424.07
2022-09-29,15377.58,15502.69,15307.59,15441.11
2022-09-30,15478.45,15539.98,15439.41,15474.09
2022-10-03,15595.51,15754.46,15569.67,15669.06
2022-10-04,15476.24,15559.93,15432.25,15524.45
2022-10-05,15548.91,15624.25,15543.34,15588.14
2022-10-06,15522.74,15689.86,15465.35,15588.52
2022-10-07,15583.37,15673.27,15414.7,15649.07
2022-10-10,15497.87,15635.01,15343.26,15506.81
2022-10-11,15160.69,15407.23,15093.02,15234.66
2022-10-12,14935.69,15012.18,14782.6,14885.46
2022-10-13,14648.85,14861.71,14549.11,14702.72
2022-10-14,14796.45,14813.91,14485.59,14631.1
2022-10-17,14560.85,14594.69,14519.57,14587.17
2022-10-18,14920.17,15049.32,14862.82,14915.87
2022-10-19,15030.82,15246.88,14976.39,15108.9
2022-10-20,15052.09,15204.37,14942.39,14949.72
2022-10-21,15080.92,15091.2,14956.85,15013.54
2022-10-24,14966.91,15106.44,14791.66,14949.14
2022-10-25,14825.67,14973.1,14663.42,14905.75
2022-10-26,14954.45,15008.88,14922.19,14941.85
2022-10-27,14984.53,15083.15,14902.17,15051.9
2022-10-28,15086.86,15267.18,14930.23,14998.87
2022-10-31,15234.95,15246.59,15096.54,15185.72
2022-11-01,15000.84,15149.71,14895.3,14995.11
2022-11-02,14855.47,15116.07,14851.86,15000.95
2022-11-03,15393.61,15590.6,15238.03,15454.28
2022-11-04,15541.04,15673.77,15317.26,15498.34
2022-11-07,15833.9,15997.01,15633.71,15757.27
2022-11-08,15848.79,15883.75,15653.58,15778.63
2022-11-09,15787.07,15888.09,15687.05,15887.93
2022-11-10,15901.91,16016.13,15819.03,15882.74
2022-11-11,15921.66,15989.27,15828.77,15857.12
2022-11-14,15618.62,15745.93,15509.16,15722.57
2022-11-15,15803.99,15839.79,15795.47,15804.49
2022-11-16,15674.75,15737.15,15502.68,15657.59
2022-11-17,15762.24,15794.52,15682.63,15781.22
2022-11-18,15863.73,15992.61,15784.77,15981.69
2022-11-21,16032.45,16229.81,15969.5,16053.35
2022-11-22,15985.47,16066.36,15799.52,16006.41
2022-11-23,16084.59,16283.82,16050.83,16094.12
2022-11-24,16006.86,16228.64,15977.8,16042.98
2022-11-25,16190.51,16246.97,16158.35,16219.22
2022-11-28,15888.4,16027.26,15762.85,15890.93
2022-11-29,15863.65,15978.02,15647.11,15835.6
2022-11-30,15468.2,15615.4,15424.49,15487.05
2022-12-01,15206.62,15249.14,15041.36,15231.55
2022-12-02,15479.57,15514.59,15422.11,15473.85
2022-12-05,15516.99,15651.06,15396.35,15636.68
2022-12-06,15544.19,15656.88,15507.02,15514.56
2022-12-07,15257.28,15437.95,15166.54,15257.32
2022-12-08,14760.0,14879.02,14641.74,14757.66
2022-12-09,14728.14,14853.76,14577.22,14671.65
2022-12-12,14967.3,15262.9,14924.59,15084.68
2022-12-13,15044.8,15287.43,14895.23,15164.06
2022-12-14,15089.45,15096.72,14897.46,15072.93
2022-12-15,15157.01,15315.14,15073.49,15157.44
2022-12-16,14906.39,14971.62,14782.57,14896.25
2022-12-19,14823.4,14851.6,14682.8,14850.82
2022-12-20,14911.88,15002.65,14829.21,14872.31
2022-12-21,14918.06,15085.8,14708.34,14862.51
2022-12-22,15030.21,15076.62,14950.7,15001.14
2022-12-23,15048.95,15153.52,14908.85,15064.66
2022-12-26,15056.6,15215.74,15036.35,15184.08
